"","pID","age","mass","height","hand","velo_max","velo_min","throw","velo","elb_var","shldr_ir","elb_var_max","shldr_ir_max","elb_var_min","shldr_ir_min"
"460","p13",24,136.2,66,"R",69.9,39.1,27,63.6,24.111126,30.488452,94.974496,57.282671,8.597402,13.555738
"461","p13",24,136.2,66,"R",69.9,39.1,28,62,21.690205,28.882441,94.974496,57.282671,8.597402,13.555738
"462","p13",24,136.2,66,"R",69.9,39.1,29,61.6,22.150222,29.207566,94.974496,57.282671,8.597402,13.555738
"463","p13",24,136.2,66,"R",69.9,39.1,30,62.3,21.417852,28.290322,94.974496,57.282671,8.597402,13.555738
"464","p13",24,136.2,66,"R",69.9,39.1,31,62.9,22.418573,29.139822,94.974496,57.282671,8.597402,13.555738
"465","p13",24,136.2,66,"R",69.9,39.1,32,64.1,23.045216,29.369862,94.974496,57.282671,8.597402,13.555738
"466","p13",24,136.2,66,"R",69.9,39.1,33,64.1,23.689778,29.56672,94.974496,57.282671,8.597402,13.555738
"467","p13",24,136.2,66,"R",69.9,39.1,34,64.6,24.591018,30.589234,94.974496,57.282671,8.597402,13.555738
"468","p13",24,136.2,66,"R",69.9,39.1,35,69.9,28.191897,34.735217,94.974496,57.282671,8.597402,13.555738
"469","p14",23,235.6,78,"R",77.8,39.1,1,39.1,27.051031,20.731964,70.478144,73.659066,17.274265,20.731964
"470","p14",23,235.6,78,"R",77.8,39.1,2,39.9,17.274265,21.302934,70.478144,73.659066,17.274265,20.731964
"471","p14",23,235.6,78,"R",77.8,39.1,3,43.3,20.346174,25.222661,70.478144,73.659066,17.274265,20.731964
"472","p14",23,235.6,78,"R",77.8,39.1,4,43.4,21.487812,25.825444,70.478144,73.659066,17.274265,20.731964
"473","p14",23,235.6,78,"R",77.8,39.1,5,45,32.386695,26.957636,70.478144,73.659066,17.274265,20.731964
"474","p14",23,235.6,78,"R",77.8,39.1,6,48.6,35.436862,31.784657,70.478144,73.659066,17.274265,20.731964
"475","p14",23,235.6,78,"R",77.8,39.1,7,49.1,26.9277,30.697011,70.478144,73.659066,17.274265,20.731964
"476","p14",23,235.6,78,"R",77.8,39.1,8,51.7,31.849514,35.608069,70.478144,73.659066,17.274265,20.731964
"477","p14",23,235.6,78,"R",77.8,39.1,9,52.1,31.89523,35.788188,70.478144,73.659066,17.274265,20.731964
"478","p14",23,235.6,78,"R",77.8,39.1,10,56.1,36.532537,40.190707,70.478144,73.659066,17.274265,20.731964
"479","p14",23,235.6,78,"R",77.8,39.1,11,56.1,36.918315,44.213667,70.478144,73.659066,17.274265,20.731964
"480","p14",23,235.6,78,"R",77.8,39.1,12,55.1,35.373318,38.732655,70.478144,73.659066,17.274265,20.731964
"481","p14",23,235.6,78,"R",77.8,39.1,13,57,39.865511,45.35473,70.478144,73.659066,17.274265,20.731964
"482","p14",23,235.6,78,"R",77.8,39.1,14,61.4,44.745371,49.79556,70.478144,73.659066,17.274265,20.731964
"483","p14",23,235.6,78,"R",77.8,39.1,15,65.4,47.125457,47.558133,70.478144,73.659066,17.274265,20.731964
"484","p14",23,235.6,78,"R",77.8,39.1,16,66.1,50.00288,55.049651,70.478144,73.659066,17.274265,20.731964
"485","p14",23,235.6,78,"R",77.8,39.1,17,67.5,52.888996,58.02586,70.478144,73.659066,17.274265,20.731964
"486","p14",23,235.6,78,"R",77.8,39.1,18,68.3,53.723169,60.253916,70.478144,73.659066,17.274265,20.731964
"487","p14",23,235.6,78,"R",77.8,39.1,19,68,52.370981,58.575834,70.478144,73.659066,17.274265,20.731964
"488","p14",23,235.6,78,"R",77.8,39.1,20,69.1,54.578722,58.86913,70.478144,73.659066,17.274265,20.731964
"489","p14",23,235.6,78,"R",77.8,39.1,21,66.9,53.416315,56.570658,70.478144,73.659066,17.274265,20.731964
"490","p14",23,235.6,78,"R",77.8,39.1,22,65.8,49.368788,48.328739,70.478144,73.659066,17.274265,20.731964
"491","p14",23,235.6,78,"R",77.8,39.1,23,69.2,55.329246,60.27288,70.478144,73.659066,17.274265,20.731964
"492","p14",23,235.6,78,"R",77.8,39.1,24,69.8,55.733637,60.770783,70.478144,73.659066,17.274265,20.731964
"493","p14",23,235.6,78,"R",77.8,39.1,25,69.7,53.34009,59.618626,70.478144,73.659066,17.274265,20.731964
"494","p14",23,235.6,78,"R",77.8,39.1,26,70.6,57.881591,61.233921,70.478144,73.659066,17.274265,20.731964
"495","p14",23,235.6,78,"R",77.8,39.1,27,70.3,55.535132,59.250399,70.478144,73.659066,17.274265,20.731964
"496","p14",23,235.6,78,"R",77.8,39.1,28,71.1,59.081921,62.80929,70.478144,73.659066,17.274265,20.731964
"497","p14",23,235.6,78,"R",77.8,39.1,29,71.3,57.085705,60.630977,70.478144,73.659066,17.274265,20.731964
"498","p14",23,235.6,78,"R",77.8,39.1,30,71.5,58.541799,64.305223,70.478144,73.659066,17.274265,20.731964
"499","p14",23,235.6,78,"R",77.8,39.1,31,72.3,60.809594,62.011088,70.478144,73.659066,17.274265,20.731964
"500","p14",23,235.6,78,"R",77.8,39.1,32,72.6,58.542804,63.445379,70.478144,73.659066,17.274265,20.731964
"501","p14",23,235.6,78,"R",77.8,39.1,33,72.4,61.527125,62.865363,70.478144,73.659066,17.274265,20.731964
"502","p14",23,235.6,78,"R",77.8,39.1,34,73.3,60.603475,62.882882,70.478144,73.659066,17.274265,20.731964
"503","p14",23,235.6,78,"R",77.8,39.1,35,74.3,63.353723,65.729897,70.478144,73.659066,17.274265,20.731964
"504","p14",23,235.6,78,"R",77.8,39.1,36,74.4,63.91935,72.644781,70.478144,73.659066,17.274265,20.731964
"505","p14",23,235.6,78,"R",77.8,39.1,37,74.2,66.485578,71.277372,70.478144,73.659066,17.274265,20.731964
"506","p14",23,235.6,78,"R",77.8,39.1,38,74.3,64.23348,66.66976,70.478144,73.659066,17.274265,20.731964
"507","p14",23,235.6,78,"R",77.8,39.1,39,73.9,61.695241,63.09842,70.478144,73.659066,17.274265,20.731964
"508","p14",23,235.6,78,"R",77.8,39.1,40,75.1,68.024964,69.511668,70.478144,73.659066,17.274265,20.731964
"509","p14",23,235.6,78,"R",77.8,39.1,41,74.4,63.973783,66.937406,70.478144,73.659066,17.274265,20.731964
"510","p14",23,235.6,78,"R",77.8,39.1,42,75.1,64.957313,68.415154,70.478144,73.659066,17.274265,20.731964
"511","p14",23,235.6,78,"R",77.8,39.1,43,71.6,58.341709,59.756503,70.478144,73.659066,17.274265,20.731964
"512","p14",23,235.6,78,"R",77.8,39.1,44,74.8,64.521867,66.647334,70.478144,73.659066,17.274265,20.731964
"513","p14",23,235.6,78,"R",77.8,39.1,45,77.8,70.478144,73.659066,70.478144,73.659066,17.274265,20.731964
"514","p15",24,187.4,75,"R",85.6,29.4,1,29.4,7.70521,10.010369,65.951175,59.691549,7.70521,10.010369
"515","p15",24,187.4,75,"R",85.6,29.4,2,32.8,10.028786,11.010856,65.951175,59.691549,7.70521,10.010369
"516","p15",24,187.4,75,"R",85.6,29.4,3,32.6,9.366811,10.907366,65.951175,59.691549,7.70521,10.010369
"517","p15",24,187.4,75,"R",85.6,29.4,4,40.1,11.892929,15.100373,65.951175,59.691549,7.70521,10.010369
"518","p15",24,187.4,75,"R",85.6,29.4,5,44.4,23.634861,28.942022,65.951175,59.691549,7.70521,10.010369
"519","p15",24,187.4,75,"R",85.6,29.4,6,45.3,18.027943,24.82706,65.951175,59.691549,7.70521,10.010369
"520","p15",24,187.4,75,"R",85.6,29.4,7,48.9,18.345792,24.07901,65.951175,59.691549,7.70521,10.010369
"521","p15",24,187.4,75,"R",85.6,29.4,8,49.8,19.353989,26.314444,65.951175,59.691549,7.70521,10.010369
"522","p15",24,187.4,75,"R",85.6,29.4,9,54.1,22.404664,29.855393,65.951175,59.691549,7.70521,10.010369
"523","p15",24,187.4,75,"R",85.6,29.4,10,56.5,26.547728,32.832241,65.951175,59.691549,7.70521,10.010369
"524","p15",24,187.4,75,"R",85.6,29.4,11,57.3,28.165948,35.227212,65.951175,59.691549,7.70521,10.010369
"525","p15",24,187.4,75,"R",85.6,29.4,12,63.4,32.083529,39.14703,65.951175,59.691549,7.70521,10.010369
"526","p15",24,187.4,75,"R",85.6,29.4,13,65.9,36.642841,41.006002,65.951175,59.691549,7.70521,10.010369
"527","p15",24,187.4,75,"R",85.6,29.4,14,70.1,43.159057,52.531736,65.951175,59.691549,7.70521,10.010369
"528","p15",24,187.4,75,"R",85.6,29.4,15,72.9,43.257964,47.261542,65.951175,59.691549,7.70521,10.010369
"529","p15",24,187.4,75,"R",85.6,29.4,16,76.6,46.264211,50.371454,65.951175,59.691549,7.70521,10.010369
"530","p15",24,187.4,75,"R",85.6,29.4,17,76.9,46.960901,50.989097,65.951175,59.691549,7.70521,10.010369
"531","p15",24,187.4,75,"R",85.6,29.4,18,73.4,44.159786,47.90051,65.951175,59.691549,7.70521,10.010369
"532","p15",24,187.4,75,"R",85.6,29.4,19,77.4,46.471123,48.380795,65.951175,59.691549,7.70521,10.010369
"533","p15",24,187.4,75,"R",85.6,29.4,20,74.8,44.792447,47.359088,65.951175,59.691549,7.70521,10.010369
"534","p15",24,187.4,75,"R",85.6,29.4,21,77.6,46.043773,47.586019,65.951175,59.691549,7.70521,10.010369
"535","p15",24,187.4,75,"R",85.6,29.4,22,80.6,65.951175,51.171191,65.951175,59.691549,7.70521,10.010369
"536","p15",24,187.4,75,"R",85.6,29.4,23,81.1,52.947854,53.13309,65.951175,59.691549,7.70521,10.010369
"537","p15",24,187.4,75,"R",85.6,29.4,24,81.6,60.722362,59.691549,65.951175,59.691549,7.70521,10.010369
"538","p15",24,187.4,75,"R",85.6,29.4,25,81.8,52.781077,55.83397,65.951175,59.691549,7.70521,10.010369
"539","p15",24,187.4,75,"R",85.6,29.4,26,83.1,52.95009,52.880844,65.951175,59.691549,7.70521,10.010369
"540","p15",24,187.4,75,"R",85.6,29.4,27,85.6,57.283798,58.106059,65.951175,59.691549,7.70521,10.010369
"541","p16",17,179,70,"R",75.9,34.3,1,34.3,11.575397,12.98776,334.836599,281.507067,11.575397,12.98776
"542","p16",17,179,70,"R",75.9,34.3,2,34.7,12.177407,13.668264,334.836599,281.507067,11.575397,12.98776
"543","p16",17,179,70,"R",75.9,34.3,3,39.6,13.424135,15.713811,334.836599,281.507067,11.575397,12.98776
"544","p16",17,179,70,"R",75.9,34.3,4,39.9,14.252793,16.761655,334.836599,281.507067,11.575397,12.98776
"545","p16",17,179,70,"R",75.9,34.3,5,41.9,50.235968,79.945765,334.836599,281.507067,11.575397,12.98776
"546","p16",17,179,70,"R",75.9,34.3,6,44.9,16.782358,20.268058,334.836599,281.507067,11.575397,12.98776
"547","p16",17,179,70,"R",75.9,34.3,7,47.9,17.971713,21.838571,334.836599,281.507067,11.575397,12.98776
"548","p16",17,179,70,"R",75.9,34.3,8,50.8,19.776543,24.344362,334.836599,281.507067,11.575397,12.98776
"549","p16",17,179,70,"R",75.9,34.3,9,54.1,20.81177,26.407202,334.836599,281.507067,11.575397,12.98776
"550","p16",17,179,70,"R",75.9,34.3,10,54.4,22.160088,28.433255,334.836599,281.507067,11.575397,12.98776
"551","p16",17,179,70,"R",75.9,34.3,11,55.6,51.485305,54.870727,334.836599,281.507067,11.575397,12.98776
"552","p16",17,179,70,"R",75.9,34.3,12,58.3,25.273488,32.516315,334.836599,281.507067,11.575397,12.98776
"553","p16",17,179,70,"R",75.9,34.3,13,58.1,25.397686,32.817998,334.836599,281.507067,11.575397,12.98776
"554","p16",17,179,70,"R",75.9,34.3,14,62.1,45.356735,43.84634,334.836599,281.507067,11.575397,12.98776
"555","p16",17,179,70,"R",75.9,34.3,15,62.6,27.022262,35.846991,334.836599,281.507067,11.575397,12.98776
"556","p16",17,179,70,"R",75.9,34.3,16,63.8,334.836599,281.507067,334.836599,281.507067,11.575397,12.98776
"557","p16",17,179,70,"R",75.9,34.3,17,66,31.530109,40.180527,334.836599,281.507067,11.575397,12.98776
"558","p16",17,179,70,"R",75.9,34.3,18,67.6,32.993882,42.54209,334.836599,281.507067,11.575397,12.98776
"559","p16",17,179,70,"R",75.9,34.3,19,68.5,32.942311,42.236538,334.836599,281.507067,11.575397,12.98776
"560","p16",17,179,70,"R",75.9,34.3,20,68.7,68.549294,49.354558,334.836599,281.507067,11.575397,12.98776
"561","p16",17,179,70,"R",75.9,34.3,21,69.6,74.821695,104.893606,334.836599,281.507067,11.575397,12.98776
"562","p16",17,179,70,"R",75.9,34.3,22,70.2,35.017767,44.924306,334.836599,281.507067,11.575397,12.98776
"563","p16",17,179,70,"R",75.9,34.3,23,68.5,34.98507,44.641765,334.836599,281.507067,11.575397,12.98776
"564","p16",17,179,70,"R",75.9,34.3,24,71.5,38.30326,48.14887,334.836599,281.507067,11.575397,12.98776
"565","p16",17,179,70,"R",75.9,34.3,25,71.3,35.936526,45.544589,334.836599,281.507067,11.575397,12.98776
"566","p16",17,179,70,"R",75.9,34.3,26,72.9,67.810078,98.618225,334.836599,281.507067,11.575397,12.98776
"567","p16",17,179,70,"R",75.9,34.3,27,75,41.665816,51.507962,334.836599,281.507067,11.575397,12.98776
"568","p16",17,179,70,"R",75.9,34.3,28,75,40.090134,49.233405,334.836599,281.507067,11.575397,12.98776
"569","p16",17,179,70,"R",75.9,34.3,29,75.4,41.67107,51.187639,334.836599,281.507067,11.575397,12.98776
"570","p16",17,179,70,"R",75.9,34.3,30,75.8,42.12539,51.685095,334.836599,281.507067,11.575397,12.98776
"571","p16",17,179,70,"R",75.9,34.3,31,67.4,33.62915,42.66797,334.836599,281.507067,11.575397,12.98776
"572","p16",17,179,70,"R",75.9,34.3,32,70.5,33.875526,42.722753,334.836599,281.507067,11.575397,12.98776
"573","p16",17,179,70,"R",75.9,34.3,33,75.9,42.730171,51.976415,334.836599,281.507067,11.575397,12.98776
"574","p17",18,217.6,77,"R",75,32.8,1,32.8,19.601829,14.523808,53.257985,59.764886,10.552915,14.523808
"575","p17",18,217.6,77,"R",75,32.8,2,36.6,11.67521,16.437413,53.257985,59.764886,10.552915,14.523808
"576","p17",18,217.6,77,"R",75,32.8,3,36.3,10.552915,15.559859,53.257985,59.764886,10.552915,14.523808
"577","p17",18,217.6,77,"R",75,32.8,4,40.4,13.473935,17.613049,53.257985,59.764886,10.552915,14.523808
"578","p17",18,217.6,77,"R",75,32.8,5,43.6,14.527126,17.696967,53.257985,59.764886,10.552915,14.523808
"579","p17",18,217.6,77,"R",75,32.8,6,NA,19.601459,21.406567,53.257985,59.764886,10.552915,14.523808
"580","p17",18,217.6,77,"R",75,32.8,7,51.1,21.212186,22.43743,53.257985,59.764886,10.552915,14.523808
"581","p17",18,217.6,77,"R",75,32.8,8,50.8,19.535355,23.388931,53.257985,59.764886,10.552915,14.523808
"582","p17",18,217.6,77,"R",75,32.8,9,54.8,23.253668,25.799156,53.257985,59.764886,10.552915,14.523808
"583","p17",18,217.6,77,"R",75,32.8,10,55.8,26.590338,27.948461,53.257985,59.764886,10.552915,14.523808
"584","p17",18,217.6,77,"R",75,32.8,11,57,27.875235,29.415176,53.257985,59.764886,10.552915,14.523808
"585","p17",18,217.6,77,"R",75,32.8,12,57,27.900894,28.565372,53.257985,59.764886,10.552915,14.523808
"586","p17",18,217.6,77,"R",75,32.8,13,63.4,35.642895,30.435319,53.257985,59.764886,10.552915,14.523808
"587","p17",18,217.6,77,"R",75,32.8,14,63.4,33.561266,36.238531,53.257985,59.764886,10.552915,14.523808
"588","p17",18,217.6,77,"R",75,32.8,15,64.4,37.756164,36.92062,53.257985,59.764886,10.552915,14.523808
"589","p17",18,217.6,77,"R",75,32.8,16,66.2,36.905532,38.498861,53.257985,59.764886,10.552915,14.523808
"590","p17",18,217.6,77,"R",75,32.8,17,67.9,39.742723,39.636265,53.257985,59.764886,10.552915,14.523808
"591","p17",18,217.6,77,"R",75,32.8,18,68.1,44.906085,41.873548,53.257985,59.764886,10.552915,14.523808
"592","p17",18,217.6,77,"R",75,32.8,19,70.5,44.934287,46.504517,53.257985,59.764886,10.552915,14.523808
"593","p17",18,217.6,77,"R",75,32.8,20,71.5,47.856186,49.404012,53.257985,59.764886,10.552915,14.523808
"594","p17",18,217.6,77,"R",75,32.8,21,71.5,48.060802,50.663457,53.257985,59.764886,10.552915,14.523808
"595","p17",18,217.6,77,"R",75,32.8,22,71.3,49.081958,51.350941,53.257985,59.764886,10.552915,14.523808
"596","p17",18,217.6,77,"R",75,32.8,23,71.9,47.862229,51.756628,53.257985,59.764886,10.552915,14.523808
"597","p17",18,217.6,77,"R",75,32.8,24,69.8,43.032493,47.918296,53.257985,59.764886,10.552915,14.523808
"598","p17",18,217.6,77,"R",75,32.8,25,71.4,47.660581,47.792921,53.257985,59.764886,10.552915,14.523808
"599","p17",18,217.6,77,"R",75,32.8,26,70.6,47.785979,49.769663,53.257985,59.764886,10.552915,14.523808
"600","p17",18,217.6,77,"R",75,32.8,27,70.5,49.001573,51.661178,53.257985,59.764886,10.552915,14.523808
"601","p17",18,217.6,77,"R",75,32.8,28,72.4,48.150282,53.198702,53.257985,59.764886,10.552915,14.523808
"602","p17",18,217.6,77,"R",75,32.8,29,69.9,47.067795,50.736896,53.257985,59.764886,10.552915,14.523808
"603","p17",18,217.6,77,"R",75,32.8,30,73.1,45.651943,48.102742,53.257985,59.764886,10.552915,14.523808
"604","p17",18,217.6,77,"R",75,32.8,31,71.5,45.757031,48.213532,53.257985,59.764886,10.552915,14.523808
"605","p17",18,217.6,77,"R",75,32.8,32,71.2,47.109313,50.538066,53.257985,59.764886,10.552915,14.523808
"606","p17",18,217.6,77,"R",75,32.8,33,72.8,45.83535,51.11035,53.257985,59.764886,10.552915,14.523808
"607","p17",18,217.6,77,"R",75,32.8,34,70.3,49.564652,52.086051,53.257985,59.764886,10.552915,14.523808
"608","p17",18,217.6,77,"R",75,32.8,35,70.8,46.184007,46.881089,53.257985,59.764886,10.552915,14.523808
"609","p17",18,217.6,77,"R",75,32.8,36,71.5,46.10175,51.375823,53.257985,59.764886,10.552915,14.523808
"610","p17",18,217.6,77,"R",75,32.8,37,72.3,47.378335,46.416982,53.257985,59.764886,10.552915,14.523808
"611","p17",18,217.6,77,"R",75,32.8,38,70.7,45.215833,47.252606,53.257985,59.764886,10.552915,14.523808
"612","p17",18,217.6,77,"R",75,32.8,39,73.4,50.758425,52.738158,53.257985,59.764886,10.552915,14.523808
"613","p17",18,217.6,77,"R",75,32.8,40,72.9,53.257985,53.501705,53.257985,59.764886,10.552915,14.523808
"614","p17",18,217.6,77,"R",75,32.8,41,74.8,NA,NA,53.257985,59.764886,10.552915,14.523808
"615","p17",18,217.6,77,"R",75,32.8,42,74.8,48.192436,50.25849,53.257985,59.764886,10.552915,14.523808
"616","p17",18,217.6,77,"R",75,32.8,43,75,52.388118,54.767121,53.257985,59.764886,10.552915,14.523808
"617","p17",18,217.6,77,"R",75,32.8,44,73.3,52.324663,49.79924,53.257985,59.764886,10.552915,14.523808
"618","p17",18,217.6,77,"R",75,32.8,45,73.2,49.109874,51.862832,53.257985,59.764886,10.552915,14.523808
"619","p17",18,217.6,77,"R",75,32.8,46,72.6,48.392037,47.881668,53.257985,59.764886,10.552915,14.523808
"620","p17",18,217.6,77,"R",75,32.8,47,73.5,51.167844,51.124034,53.257985,59.764886,10.552915,14.523808
"621","p17",18,217.6,77,"R",75,32.8,48,73.1,48.699225,48.888521,53.257985,59.764886,10.552915,14.523808
"622","p17",18,217.6,77,"R",75,32.8,49,72.6,44.573421,47.112091,53.257985,59.764886,10.552915,14.523808
"623","p17",18,217.6,77,"R",75,32.8,50,73.3,46.318556,45.501203,53.257985,59.764886,10.552915,14.523808
"624","p17",18,217.6,77,"R",75,32.8,51,73.4,50.330058,59.764886,53.257985,59.764886,10.552915,14.523808
"625","p18",20,216.4,75,"R",85.1,30,1,30,12.328857,14.331015,87.693721,84.395863,12.328857,14.331015
"626","p18",20,216.4,75,"R",85.1,30,2,32.6,14.281993,15.318307,87.693721,84.395863,12.328857,14.331015
"627","p18",20,216.4,75,"R",85.1,30,3,36,16.176338,18.184604,87.693721,84.395863,12.328857,14.331015
"628","p18",20,216.4,75,"R",85.1,30,4,38.9,17.76735,19.550471,87.693721,84.395863,12.328857,14.331015
"629","p18",20,216.4,75,"R",85.1,30,5,NA,16.237096,17.796116,87.693721,84.395863,12.328857,14.331015
"630","p18",20,216.4,75,"R",85.1,30,6,42.3,20.014331,22.613737,87.693721,84.395863,12.328857,14.331015
"631","p18",20,216.4,75,"R",85.1,30,7,47.2,24.008659,27.320302,87.693721,84.395863,12.328857,14.331015
"632","p18",20,216.4,75,"R",85.1,30,8,48.6,26.664869,29.327587,87.693721,84.395863,12.328857,14.331015
"633","p18",20,216.4,75,"R",85.1,30,9,52.6,29.004756,31.659973,87.693721,84.395863,12.328857,14.331015
"634","p18",20,216.4,75,"R",85.1,30,10,49.3,27.303664,30.420319,87.693721,84.395863,12.328857,14.331015
"635","p18",20,216.4,75,"R",85.1,30,11,54.8,33.519254,35.396214,87.693721,84.395863,12.328857,14.331015
"636","p18",20,216.4,75,"R",85.1,30,12,63.6,44.32945,47.914066,87.693721,84.395863,12.328857,14.331015
"637","p18",20,216.4,75,"R",85.1,30,13,70.6,54.33845,57.341587,87.693721,84.395863,12.328857,14.331015
"638","p18",20,216.4,75,"R",85.1,30,14,72.4,59.843655,61.076386,87.693721,84.395863,12.328857,14.331015
"639","p18",20,216.4,75,"R",85.1,30,15,75.4,63.3439,63.528483,87.693721,84.395863,12.328857,14.331015
"640","p18",20,216.4,75,"R",85.1,30,16,74.5,69.072149,66.581177,87.693721,84.395863,12.328857,14.331015
"641","p18",20,216.4,75,"R",85.1,30,17,77.9,66.953654,65.543138,87.693721,84.395863,12.328857,14.331015
"642","p18",20,216.4,75,"R",85.1,30,18,78.9,73.912337,71.708606,87.693721,84.395863,12.328857,14.331015
"643","p18",20,216.4,75,"R",85.1,30,19,81.8,76.543424,72.848256,87.693721,84.395863,12.328857,14.331015
"644","p18",20,216.4,75,"R",85.1,30,20,80.5,74.445747,71.151236,87.693721,84.395863,12.328857,14.331015
"645","p18",20,216.4,75,"R",85.1,30,21,79.7,75.804841,71.057064,87.693721,84.395863,12.328857,14.331015
"646","p18",20,216.4,75,"R",85.1,30,22,84.1,81.891999,76.551221,87.693721,84.395863,12.328857,14.331015
"647","p18",20,216.4,75,"R",85.1,30,23,82.5,78.373364,73.890719,87.693721,84.395863,12.328857,14.331015
"648","p18",20,216.4,75,"R",85.1,30,24,84.1,78.915899,69.428272,87.693721,84.395863,12.328857,14.331015
"649","p18",20,216.4,75,"R",85.1,30,25,83.1,82.160803,75.527585,87.693721,84.395863,12.328857,14.331015
"650","p18",20,216.4,75,"R",85.1,30,26,82,80.183708,74.567367,87.693721,84.395863,12.328857,14.331015
"651","p18",20,216.4,75,"R",85.1,30,27,83.8,80.57258,78.160992,87.693721,84.395863,12.328857,14.331015
"652","p18",20,216.4,75,"R",85.1,30,28,85.1,85.200038,81.839909,87.693721,84.395863,12.328857,14.331015
"653","p18",20,216.4,75,"R",85.1,30,29,84.6,87.693721,84.395863,87.693721,84.395863,12.328857,14.331015
"654","p18",20,216.4,75,"R",85.1,30,30,83.9,84.837945,80.894731,87.693721,84.395863,12.328857,14.331015
"655","p19",20,213.4,80,"L",75.3,34.8,1,34.8,17.038743,24.611789,100.800482,87.05483,14.847933,24.611789
"656","p19",20,213.4,80,"L",75.3,34.8,2,36.5,14.847933,25.501335,100.800482,87.05483,14.847933,24.611789
"657","p19",20,213.4,80,"L",75.3,34.8,3,36.9,16.253837,24.637657,100.800482,87.05483,14.847933,24.611789
"658","p19",20,213.4,80,"L",75.3,34.8,4,38.3,16.600799,28.517135,100.800482,87.05483,14.847933,24.611789
"659","p19",20,213.4,80,"L",75.3,34.8,5,41.1,24.962717,42.24461,100.800482,87.05483,14.847933,24.611789
"660","p19",20,213.4,80,"L",75.3,34.8,6,46.2,34.266925,57.444045,100.800482,87.05483,14.847933,24.611789
"661","p19",20,213.4,80,"L",75.3,34.8,7,48.5,38.093898,87.05483,100.800482,87.05483,14.847933,24.611789
"662","p19",20,213.4,80,"L",75.3,34.8,8,48.3,39.630983,45.513908,100.800482,87.05483,14.847933,24.611789
"663","p19",20,213.4,80,"L",75.3,34.8,9,50.4,41.386738,53.832432,100.800482,87.05483,14.847933,24.611789
"664","p19",20,213.4,80,"L",75.3,34.8,10,50.8,38.171808,47.485321,100.800482,87.05483,14.847933,24.611789
"665","p19",20,213.4,80,"L",75.3,34.8,11,53.5,38.309923,54.634092,100.800482,87.05483,14.847933,24.611789
"666","p19",20,213.4,80,"L",75.3,34.8,12,54.4,38.552961,59.90165,100.800482,87.05483,14.847933,24.611789
"667","p19",20,213.4,80,"L",75.3,34.8,13,58.1,48.24438,73.216766,100.800482,87.05483,14.847933,24.611789
"668","p19",20,213.4,80,"L",75.3,34.8,14,60.8,46.357954,63.472909,100.800482,87.05483,14.847933,24.611789
"669","p19",20,213.4,80,"L",75.3,34.8,15,64.3,62.843881,70.71006,100.800482,87.05483,14.847933,24.611789
"670","p19",20,213.4,80,"L",75.3,34.8,16,63.8,45.600537,76.509377,100.800482,87.05483,14.847933,24.611789
"671","p19",20,213.4,80,"L",75.3,34.8,17,64.3,50.681804,62.193642,100.800482,87.05483,14.847933,24.611789
"672","p19",20,213.4,80,"L",75.3,34.8,18,63.6,65.841562,76.820724,100.800482,87.05483,14.847933,24.611789
"673","p19",20,213.4,80,"L",75.3,34.8,19,63.6,100.800482,68.347101,100.800482,87.05483,14.847933,24.611789
"674","p19",20,213.4,80,"L",75.3,34.8,20,67.1,37.120684,57.760844,100.800482,87.05483,14.847933,24.611789
"675","p19",20,213.4,80,"L",75.3,34.8,21,64.6,35.216706,53.729495,100.800482,87.05483,14.847933,24.611789
"676","p19",20,213.4,80,"L",75.3,34.8,22,69.2,38.574272,62.773162,100.800482,87.05483,14.847933,24.611789
"677","p19",20,213.4,80,"L",75.3,34.8,23,65.1,37.691585,58.702277,100.800482,87.05483,14.847933,24.611789
"678","p19",20,213.4,80,"L",75.3,34.8,24,70.6,39.81086,62.440327,100.800482,87.05483,14.847933,24.611789
"679","p19",20,213.4,80,"L",75.3,34.8,25,70.3,43.558226,65.213013,100.800482,87.05483,14.847933,24.611789
"680","p19",20,213.4,80,"L",75.3,34.8,26,71.1,43.91548,65.194602,100.800482,87.05483,14.847933,24.611789
"681","p19",20,213.4,80,"L",75.3,34.8,27,71.6,42.794712,65.809824,100.800482,87.05483,14.847933,24.611789
"682","p19",20,213.4,80,"L",75.3,34.8,28,71.3,42.908567,61.555741,100.800482,87.05483,14.847933,24.611789
"683","p19",20,213.4,80,"L",75.3,34.8,29,72.6,42.5544,63.059039,100.800482,87.05483,14.847933,24.611789
"684","p19",20,213.4,80,"L",75.3,34.8,30,74.4,46.669451,66.629343,100.800482,87.05483,14.847933,24.611789
"685","p19",20,213.4,80,"L",75.3,34.8,31,75.3,47.62891,70.208196,100.800482,87.05483,14.847933,24.611789
"686","p19",20,213.4,80,"L",75.3,34.8,32,74.8,43.006813,64.145539,100.800482,87.05483,14.847933,24.611789
"687","p19",20,213.4,80,"L",75.3,34.8,33,71.8,43.586886,64.767732,100.800482,87.05483,14.847933,24.611789
"688","p19",20,213.4,80,"L",75.3,34.8,34,73,43.283948,66.070314,100.800482,87.05483,14.847933,24.611789
"689","p19",20,213.4,80,"L",75.3,34.8,35,70.3,38.501357,60.32155,100.800482,87.05483,14.847933,24.611789
"690","p19",20,213.4,80,"L",75.3,34.8,36,74.5,44.220819,66.23485,100.800482,87.05483,14.847933,24.611789
"691","p19",20,213.4,80,"L",75.3,34.8,37,75.2,47.470864,71.729478,100.800482,87.05483,14.847933,24.611789
